"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"215","Mike Williams","WR",NA,186,NA,0,NA,NA,-6.21,NA,NA,168,NA,NA,33,"6",NA,NA,NA
"216","Greg Olsen","TE","CAR",130,13.2,4.83,112,147,-6.21,14.9,-35.9,169,89,441,17,"7",142,1.23,28
"217","Greg Olsen","TE","SEA",130,13.2,4.83,112,147,-6.21,14.9,-35.9,169,89,441,17,"7",142,1.23,28
"218","Mario Addison","LB","CAR",97.7,NA,3.16,NA,NA,-6.6,NA,NA,170,NA,NA,19,"3",NA,NA,7
"219","Mario Addison","LB","BUF",97.7,NA,3.16,NA,NA,-6.6,NA,NA,170,NA,NA,19,"3",NA,NA,7
"220","Akiem Hicks","DL","CHI",61.4,4.34,0.0144,58.1,66.4,-6.71,-0.238,-14.1,171,134,218,15,"4",NA,NA,15
"221","Carlos Dunlap","DL","CIN",61.4,13.3,0.0922,53.5,84.1,-6.72,-4.77,3.59,172,160,115,16,"4",NA,NA,63
"222","Chargers","DST","LAC",83.6,3.63,0.195,79.3,88.6,-6.81,-0.29,-13.3,173,136,213,10,"7",123,1.88,3
"223","Jadeveon Clowney","DL","SEA",61.3,4.53,0.53,58.1,64.3,-6.81,-0.213,-16.2,174,133,231,17,"4",NA,NA,27
"224","Jadeveon Clowney","DL","FA",61.3,4.53,0.53,58.1,64.3,-6.81,-0.213,-16.2,174,133,231,17,"4",NA,NA,27
"225","Jadeveon Clowney","DL","SEA",61.3,4.53,0.53,58.1,64.3,-6.81,-0.213,-16.2,174,133,231,17,"4",NA,NA,43
"226","Jadeveon Clowney","DL","FA",61.3,4.53,0.53,58.1,64.3,-6.81,-0.213,-16.2,174,133,231,17,"4",NA,NA,43
"227","Jaguars","DST","JAC",83.4,6.98,0.00559,75.5,92.2,-7.01,-4.06,-9.74,175,152,190,11,"7",114,1.9,47
"228","Bills","DST","BUF",83.4,11.5,0.342,63.9,96.9,-7.01,-15.7,-5.03,176,244,160,12,"8",170,1.26,94
"229","Dee Ford","DL","SF",60.8,2.67,0.642,59,62.7,-7.34,0.732,-17.8,177,126,247,18,"4",NA,NA,24
"230","Browns","DST","CLE",83,5.35,0.943,74.3,88.2,-7.36,-5.27,-13.8,178,161,217,13,"9",138,1.4,22
"231","Kyle Fuller","DB","CHI",87.7,8.9,0.391,78.8,101,-7.53,-4.75,-8.96,179,159,185,18,"2",NA,NA,75
"232","Alshon Jeffery","WR","PHI",184,47.8,2.08,82.4,218,-7.81,-74.8,-19.7,180,824,271,34,"6",77.2,5.18,71
"233","Justin Simmons","DB","DEN",87.3,13.5,0.756,72.8,106,-7.92,-10.7,-4.18,181,198,153,19,"2",NA,NA,64
"234","Cameron Heyward","DL","PIT",60.1,21.7,0.838,35,93.3,-7.99,-23.3,12.8,182,317,94,19,"4",NA,NA,84
"235","Brandon McManus","K","DEN",119,16.2,0.941,97.3,143,-8.28,-13,-2.01,183,219,142,16,"3",161,1.08,54
"236","Eagles","DST","PHI",82.1,9.52,0.139,64.4,91.6,-8.3,-15.1,-10.4,184,242,196,14,"9",154,1.18,75
"237","Colts","DST","IND",81.9,6.12,0.126,72,90.3,-8.44,-7.6,-11.7,185,175,205,15,"9",182,1,25
"238","Jets","DST","NYJ",81.8,7.46,0.52,73.8,90.8,-8.56,-5.77,-11.2,186,164,201,16,"10",182,1.2,66
"239","Marshon Lattimore","DB","NO",86.6,8.31,0.315,77,97.9,-8.68,-6.5,-12.5,187,169,209,20,"2",NA,NA,30
"240","Trey Flowers","DL","DET",59.3,1.74,0.947,57.1,60.8,-8.82,-1.22,-19.7,188,138,272,20,"4",NA,NA,2
"241","Reshad Jones","DB","MIA",86.3,8.41,0.946,76.7,92.9,-8.99,-6.86,-17.6,189,171,244,21,"2",NA,NA,19
"242","Reshad Jones","DB","FA",86.3,8.41,0.946,76.7,92.9,-8.99,-6.86,-17.6,189,171,244,21,"2",NA,NA,19
"243","Texans","DST","HOU",81.3,7.68,0.535,71.6,93.1,-9.08,-7.96,-8.84,190,180,184,17,"11",146,1.29,69
"244","Josh Lambo","K","JAC",119,9.05,1.59,109,134,-9.22,-1.53,-11.7,191,140,204,17,"3",150,1,62
"245","Titans","DST","TEN",80.8,3.17,1.12,77.6,84.7,-9.62,-1.91,-17.3,192,143,241,18,"12",182,1,1
"246","Khalil Mack","LB","CHI",94.5,10.3,0.436,81.4,104,-9.76,-15,-37.1,193,241,454,20,"3",NA,NA,38
"247","Justin Houston","DL","IND",58.3,15.3,0.453,42.6,72.9,-9.77,-15.7,-7.6,194,245,173,21,"4",NA,NA,76
"248","Justin Houston","DL","IND",58.3,15.3,0.453,42.6,72.9,-9.77,-15.7,-7.6,194,245,173,21,"4",NA,NA,70
"249","Sammy Watkins","WR","KC",182,25.8,1.53,139,211,-9.89,-17.9,-26.7,195,269,348,35,"6",91.5,3.56,38
"250","Adrian Phillips","DB","LAC",85.3,4.25,0.168,79.4,88.3,-9.94,-4.17,-22.1,196,155,302,22,"2",NA,NA,61
"251","Adrian Phillips","DB","NE",85.3,4.25,0.168,79.4,88.3,-9.94,-4.17,-22.1,196,155,302,22,"2",NA,NA,61
"252","Keanu Neal","DB","ATL",85.2,8.39,0.0778,76.1,92.3,-10.1,-7.44,-18.1,197,173,253,23,"2",NA,NA,6
"253","Melvin Ingram","DL","LAC",57.9,4.83,1.46,52.9,62,-10.2,-5.39,-18.5,201,162,260,22,"4",NA,NA,20
"254","K.J. Wright","LB","SEA",94.1,29,0.00906,72.3,136,-10.2,-24.1,-5.48,199,321,163,21,"3",NA,NA,88
"255","Myles Jack","LB","JAC",94.1,12.9,1.54,79.6,108,-10.2,-16.8,-33.5,200,257,415,22,"3",NA,NA,26
"256","Bradley McDougald","DB","SEA",85.1,9.33,0.406,69.2,90,-10.2,-14.3,-20.5,198,235,279,24,"2",NA,NA,36
"257","Eli Apple","DB","NO",84.7,12.9,0.0424,70.5,99,-10.6,-13.1,-11.4,202,220,203,25,"2",NA,NA,89
"258","Eli Apple","DB","CAR",84.7,12.9,0.0424,70.5,99,-10.6,-13.1,-11.4,202,220,203,25,"2",NA,NA,89
"259","Sean Davis","DB","PIT",84.6,10.4,0.0592,74.3,93.9,-10.6,-9.19,-16.6,203,189,233,26,"2",NA,NA,70
"260","Sean Davis","DB","WAS",84.6,10.4,0.0592,74.3,93.9,-10.6,-9.19,-16.6,203,189,233,26,"2",NA,NA,70
"261","49ers","DST","SF",79.6,16.2,0.298,57,102,-10.7,-22.6,0,205,306,129,19,"13",187,1.32,99
"262","Clayton Geathers","DB","IND",84.6,7.21,1.53,75.2,92,-10.7,-8.3,-18.5,204,182,259,27,"2",NA,NA,31
"263","Clayton Geathers","DB","FA",84.6,7.21,1.53,75.2,92,-10.7,-8.3,-18.5,204,182,259,27,"2",NA,NA,31
"264","Adam Vinatieri","K","IND",117,43.5,0.0257,36,144,-10.8,-74.4,-1.64,206,820,137,18,"3",143,1.08,79
"265","Adam Vinatieri","K","FA",117,43.5,0.0257,36,144,-10.8,-74.4,-1.64,206,820,137,18,"3",143,1.08,79
"266","Taylor Bertolet","K","NYJ",117,NA,1.43,NA,NA,-10.8,NA,NA,207,NA,NA,19,"3",151,NA,46
"267","Taylor Bertolet","K","FA",117,NA,1.43,NA,NA,-10.8,NA,NA,207,NA,NA,19,"3",151,NA,46
"268","Jimmy Graham","TE","GB",125,22,0.687,84,148,-11,-12.7,-35.3,209,217,437,18,"7",148,1.38,38
"269","Jimmy Graham","TE","CHI",125,22,0.687,84,148,-11,-12.7,-35.3,209,217,437,18,"7",148,1.38,38
"270","Seahawks","DST","SEA",79.3,3.65,1.47,74.1,82.9,-11,-5.48,-19.1,208,163,266,20,"14",166,1.16,6
"271","Christian Kirk","WR","ARI",180,22.9,0.131,140,217,-11.4,-16.8,-20.4,210,256,278,36,"6",96.4,3.16,32
"272","Will Fuller","WR","HOU",180,25.2,1.02,148,220,-11.6,-9.02,-17.6,211,186,246,37,"6",89.4,3.97,40
"273","Jack Doyle","TE","IND",124,15.9,2.64,96.8,141,-11.7,0,-42.4,213,129,504,19,"7",160,1.6,32
"274","Jonathan Allen","DL","WAS",56.4,12.3,0.673,47.7,77,-11.7,-10.6,-3.51,212,197,151,23,"4",NA,NA,68
"275","Nick Vigil","LB","CIN",92.5,24.6,0.121,69.3,125,-11.7,-27.2,-15.8,214,352,228,23,"3",NA,NA,79
"276","Nick Vigil","LB","LAC",92.5,24.6,0.121,69.3,125,-11.7,-27.2,-15.8,214,352,228,23,"3",NA,NA,79
"277","Fred Warner","LB","SF",92.4,29.6,0.298,61.2,139,-11.9,-35.3,-1.98,215,432,141,24,"3",NA,NA,78
"278","Eric Kendricks","LB","MIN",92.1,24.8,0.333,75.9,134,-12.2,-20.5,-7.06,216,290,170,25,"3",NA,NA,70
"279","Vonn Bell","DB","NO",83.1,5.73,0.207,77.2,89.8,-12.2,-6.36,-20.7,217,168,281,28,"2",NA,NA,45
"280","Vonn Bell","DB","CIN",83.1,5.73,0.207,77.2,89.8,-12.2,-6.36,-20.7,217,168,281,28,"2",NA,NA,45
"281","Dustin Hopkins","K","WAS",115,9.76,1.91,101,127,-12.3,-9.11,-18.3,218,187,257,20,"4",151,1,44
"282","Kenny Clark","DL","GB",55.7,1.59,1.43,54.1,57,-12.4,-4.24,-23.4,219,156,310,24,"5",NA,NA,4
"283","Chidobe Awuzie","DB","DAL",82.8,10.4,0.0106,75.1,97.9,-12.4,-8.4,-12.5,220,183,210,29,"2",NA,NA,35
"284","Kareem Jackson","DB","DEN",82.8,13.5,0.0581,69.2,100,-12.4,-14.3,-10.2,221,233,194,30,"2",NA,NA,86
"285","Dolphins","DST","MIA",77.9,4.59,0.28,71.9,84.5,-12.5,-7.69,-17.4,224,177,242,21,"14",150,1,12
"286","Tahir Whitehead","LB","OAK",91.8,19.4,0.345,68.2,119,-12.5,-28.3,-22.1,223,365,301,26,"3",NA,NA,62
"287","Tahir Whitehead","LB","CAR",91.8,19.4,0.345,68.2,119,-12.5,-28.3,-22.1,223,365,301,26,"3",NA,NA,62
"288","Janoris Jenkins","DB","NYG",82.8,7.4,0.61,73.3,92.9,-12.5,-10.3,-17.6,222,194,243,31,"3",NA,NA,76
"289","Janoris Jenkins","DB","NO",82.8,7.4,0.61,73.3,92.9,-12.5,-10.3,-17.6,222,194,243,31,"3",NA,NA,76
"290","Josh Gordon","WR","NE",179,23.9,1.54,145,204,-12.6,-12.3,-33.9,225,211,424,38,"6",83.7,6.17,48
"291","Josh Gordon","WR","FA",179,23.9,1.54,145,204,-12.6,-12.3,-33.9,225,211,424,38,"6",83.7,6.17,48
"292","Falcons","DST","ATL",77.6,6.43,0.0551,68.7,86.6,-12.8,-10.9,-15.4,226,199,225,22,"14",150,1,38
"293","Cardinals","DST","ARI",77.5,10.5,0.486,64.7,95.5,-12.8,-14.8,-6.51,227,240,167,23,"15",150,1,88
"294","Todd Davis","LB","DEN",91.4,29.5,0.253,71.6,141,-12.8,-24.9,0.302,228,327,128,27,"3",NA,NA,75
"295","Melvin Ingram","LB","LAC",91.2,NA,0.172,NA,NA,-13.1,NA,NA,229,NA,NA,28,"3",NA,NA,17
"296","Donte Jackson","DB","CAR",82.2,6.57,0.155,73.6,89.8,-13.1,-9.93,-20.6,230,192,280,32,"3",NA,NA,7
"297","Commanders","DST","WAS",77.1,10.2,0.163,66.8,93.3,-13.3,-12.7,-8.7,233,216,183,24,"15",150,1,81
"298","Anthony Hitchens","LB","KC",91,7.66,0.348,84.3,104,-13.3,-12.2,-37.5,232,208,458,29,"3",NA,NA,16
"299","Eddie Jackson","DB","CHI",82,7.05,0.887,70.4,87.8,-13.3,-13.1,-22.6,231,221,305,33,"3",NA,NA,50
"300","Packers","DST","GB",76.9,13.1,0.639,57,97,-13.5,-22.6,-5.01,234,305,158,25,"16",190,1.24,97
"301","Jayon Brown","LB","TEN",90.6,20.6,0.193,73.7,120,-13.6,-22.8,-20.8,235,309,284,30,"3",NA,NA,55
"302","Damon Harrison","DL","DET",54.3,10.2,1.35,44.2,63.9,-13.8,-14.1,-16.6,236,230,234,25,"5",NA,NA,55
"303","Damon Harrison","DL","FA",54.3,10.2,1.35,44.2,63.9,-13.8,-14.1,-16.6,236,230,234,25,"5",NA,NA,55
"304","Chris Kirksey","LB","CLE",90.4,6.46,2.33,82,95.1,-13.8,-14.5,-46,237,237,547,31,"4",NA,NA,10
"305","Chris Kirksey","LB","GB",90.4,6.46,2.33,82,95.1,-13.8,-14.5,-46,237,237,547,31,"4",NA,NA,10
"306","Duke Johnson","RB","HOU",162,44.3,3.79,110,232,-14,-8.48,4.39,238,184,111,31,"9",82.2,6.96,67
"307","Corey Davis","WR","TEN",178,33.9,1.89,131,223,-14.1,-26.1,-14.3,239,339,219,39,"6",100,3.06,64
"308","Panthers","DST","CAR",76.2,10.2,0.288,58.7,84.8,-14.1,-20.8,-17.2,240,292,240,26,"17",187,1,84
"309","Jeff Heath","DB","DAL",81.1,10.2,0.0146,71.3,90.5,-14.1,-12.2,-19.9,241,210,275,34,"3",NA,NA,14
"310","Jeff Heath","DB","LVR",81.1,10.2,0.0146,71.3,90.5,-14.1,-12.2,-19.9,241,210,275,34,"3",NA,NA,14
"311","Daniel Carlson","K","OAK",114,8.36,0.259,103,124,-14.2,-7.81,-21.1,243,178,287,21,"4",151,1,36
"312","Daniel Carlson","K","LVR",114,8.36,0.259,103,124,-14.2,-7.81,-21.1,243,178,287,21,"4",151,1,36
"313","Tre Flowers","DB","SEA",81.1,14.6,0.158,72.1,103,-14.2,-11.4,-7.73,242,204,177,35,"3",NA,NA,65
"314","Earl Thomas","DB","BAL",81,6.94,0.0477,71.1,86.8,-14.3,-12.5,-23.6,244,212,313,36,"3",NA,NA,48
"315","Chris Herndon","TE","NYJ",122,27.3,0.696,70,154,-14.4,-26.8,-29.5,246,346,376,20,"7",153,1.24,43
"316","Robbie Gould","K","SF",113,47.9,0.31,12.1,143,-14.4,-98.3,-2.29,248,1180,143,22,"4",156,1.1,85
"317","Bengals","DST","CIN",76,6.83,0.0803,65.4,85,-14.4,-14.2,-17,247,231,238,27,"17",151,1,44
"318","Eric Reid","DB","CAR",80.9,8.41,0.201,74.1,91.6,-14.4,-9.42,-18.8,245,190,264,37,"3",NA,NA,72
"319","Eric Reid","DB","FA",80.9,8.41,0.201,74.1,91.6,-14.4,-9.42,-18.8,245,190,264,37,"3",NA,NA,72
"320","Cowboys","DST","DAL",75.9,10.8,1.76,56.6,87,-14.5,-22.9,-14.9,249,311,222,28,"18",154,1.14,91
"321","Jabrill Peppers","DB","NYG",80.7,9.38,0.103,72,92.1,-14.6,-11.5,-18.4,250,206,258,38,"3",NA,NA,49
"322","Randy Bullock","K","CIN",113,10.2,0.575,98.2,127,-14.7,-12.2,-17.9,252,209,250,23,"4",151,1,33
"323","Kenny Moore","DB","IND",80.6,8.79,0.143,73.2,90.4,-14.7,-10.3,-20.1,251,195,277,39,"3",NA,NA,11
"324","Kendall Fuller","DB","KC",80.5,3.91,0.0713,75.9,84.7,-14.8,-7.66,-25.7,253,176,329,40,"3",NA,NA,3
"325","Kendall Fuller","DB","WAS",80.5,3.91,0.0713,75.9,84.7,-14.8,-7.66,-25.7,253,176,329,40,"3",NA,NA,3
"326","Eric Weddle","DB","LAR",80.4,11.3,0.0663,70.3,91.7,-14.9,-13.2,-18.7,254,222,262,41,"3",NA,NA,40
"327","Eric Weddle","DB","FA",80.4,11.3,0.0663,70.3,91.7,-14.9,-13.2,-18.7,254,222,262,41,"3",NA,NA,40
"328","Terrell Edmunds","DB","PIT",80.3,16.3,0.976,61.5,101,-15,-22,-9.2,255,296,188,42,"3",NA,NA,84
"329","T.J. Hockenson","TE","DET",121,40.4,0.703,40,161,-15.1,-56.7,-21.8,256,640,297,21,"7",142,1.44,74
"330","Yannick Ngakoue","DL","JAC",53,12,0.444,43.6,72.9,-15.1,-14.7,-7.61,257,239,174,26,"5",NA,NA,67
"331","Zane Gonzalez","K","ARI",112,21.9,1.03,86.6,152,-15.3,-23.8,7.2,258,320,101,24,"4",151,1,51
"332","Jurrell Casey","DL","TEN",52.5,1.32,0.719,51.1,54,-15.6,-7.22,-26.5,259,172,347,27,"5",NA,NA,1
"333","Jurrell Casey","DL","DEN",52.5,1.32,0.719,51.1,54,-15.6,-7.22,-26.5,259,172,347,27,"5",NA,NA,1
"334","Rob Gronkowski","TE","FA",120,71.4,0.498,7.48,197,-15.8,-89.3,13.5,260,1040,91,22,"7",158,1.7,98
"335","Rob Gronkowski","TE","TB",120,71.4,0.498,7.48,197,-15.8,-89.3,13.5,260,1040,91,22,"7",158,1.7,98
"336","Marcus Maye","DB","NYJ",79.3,12.8,0.462,70,97.7,-15.9,-13.6,-12.7,261,225,211,43,"3",NA,NA,52
"337","Emmanuel Sanders","WR","DEN",176,29.6,0.797,121,206,-16,-36.4,-31.1,262,443,391,40,"6",110,3.13,73
"338","Emmanuel Sanders","WR","NO",176,29.6,0.797,121,206,-16,-36.4,-31.1,262,443,391,40,"6",110,3.13,73
"339","Anthony Walker","LB","IND",88.1,28.7,0.106,64.5,135,-16.1,-32,-6.38,263,400,165,32,"4",NA,NA,89
"340","Dallas Goedert","TE","PHI",120,35.1,0.216,54.7,167,-16.3,-42.1,-16,266,500,230,23,"7",155,1.27,57
"341","Jason Sanders","K","MIA",111,12.8,3,93.1,130,-16.3,-17.3,-15.5,268,262,226,25,"4",151,1.08,28
"342","Lions","DST","DET",74.1,6.22,0.145,66.1,83.7,-16.3,-13.4,-18.2,265,224,255,29,"18",150,1.18,28
"343","Brandon Graham","DL","PHI",51.8,3.78,0.189,48.2,55.5,-16.3,-10.1,-25,267,193,325,28,"5",NA,NA,29
"344","Alec Ogletree","LB","NYG",88,7.07,0.472,82.4,96.7,-16.3,-14,-44.5,264,228,527,33,"4",NA,NA,14
"345","Alec Ogletree","LB","FA",88,7.07,0.472,82.4,96.7,-16.3,-14,-44.5,264,228,527,33,"4",NA,NA,14
"346","Giants","DST","NYG",74,7.36,0.853,62.3,80.1,-16.4,-17.3,-21.9,270,261,298,30,"19",150,1.15,59
"347","Derwin James","DB","LAC",78.9,68.5,0.628,14.8,162,-16.4,-68.7,51.8,269,763,38,44,"3",NA,NA,99
"348","Noah Fant","TE","DEN",120,38.5,6.41,46,170,-16.5,-50.7,-13.4,271,593,214,24,"8",153,1.25,70
"349","Olivier Vernon","DL","CLE",51.6,6.35,0.209,46.1,59.7,-16.5,-12.2,-20.8,272,207,283,29,"5",NA,NA,33
"350","Grady Jarrett","DL","ATL",51.4,17.5,0.357,40.2,77.3,-16.7,-18.1,-3.2,273,272,149,30,"5",NA,NA,73
"351","Devin White","LB","TB",87.5,20.7,0.136,61.2,113,-16.7,-35.2,-28.2,274,431,363,34,"4",NA,NA,69
"352","DeVante Parker","WR","MIA",175,44.3,2.55,128,257,-16.8,-29.1,19.3,275,373,78,41,"7",155,1.25,91
"353","Brandon Graham","LB","PHI",87.4,NA,0.423,NA,NA,-16.9,NA,NA,276,NA,NA,35,"4",NA,NA,65
"354","Justin Evans","DB","TB",78.3,5.76,0.154,73.6,85.7,-17,-9.91,-24.8,277,191,322,45,"3",NA,NA,69
"355","Nick Bosa","DL","SF",51,19.2,0.445,24.5,69.4,-17.1,-33.8,-11.1,278,414,200,31,"5",NA,NA,98
"356","Ronnie Harrison","DB","JAC",78.1,15.5,0.711,52.1,88.8,-17.2,-31.4,-21.6,279,393,293,46,"3",NA,NA,94
"357","Buccaneers","DST","TB",73.1,7.15,8.41,61.4,80.7,-17.3,-18.1,-21.3,280,273,291,31,"20",151,1,50
"358","Danny Trevathan","LB","CHI",87,2.9,1.29,83.8,89.6,-17.3,-12.7,-51.5,281,214,609,36,"4",NA,NA,5
"359","Josh Allen","DL","JAC",50.6,NA,0.871,NA,NA,-17.5,NA,NA,282,NA,NA,32,"5",NA,NA,99
"360","Josh Allen","DL","JAC",50.6,NA,0.871,NA,NA,-17.5,NA,NA,282,NA,NA,32,"5",NA,NA,99
"361","Derrius Guice","RB","WAS",158,17.3,6.05,135,188,-17.8,16.5,-39.1,283,85,474,32,"9",86.5,4.32,13
"362","Adoree Jackson","DB","TEN",77.4,16.6,0.554,53,87.6,-17.9,-30.5,-22.9,284,384,306,47,"3",NA,NA,95
"363","Jameis Winston","QB","TB",223,170,9.53,4.03,363,-18.4,-82,31.5,286,883,62,25,"10",121,3.11,89
"364","Jameis Winston","QB","NO",223,170,9.53,4.03,363,-18.4,-82,31.5,286,883,62,25,"10",121,3.11,89
"365","Everson Griffen","DL","MIN",49.7,2.74,0.253,47.1,53.1,-18.4,-11.2,-27.4,285,201,356,33,"5",NA,NA,5
"366","Everson Griffen","DL","FA",49.7,2.74,0.253,47.1,53.1,-18.4,-11.2,-27.4,285,201,356,33,"5",NA,NA,5
"367","Steven Nelson","DB","PIT",76.8,6.15,0.0854,69.5,85.9,-18.4,-14,-24.5,287,227,318,48,"3",NA,NA,5
"368","Denzel Ward","DB","CLE",76.8,11.4,0.251,57.9,84.5,-18.5,-25.6,-26,288,335,336,49,"3",NA,NA,91
"369","B.J. Hill","DL","NYG",49.5,5.72,0.0684,44.1,55.5,-18.6,-14.2,-24.9,290,232,324,34,"6",NA,NA,45
"370","Benardrick McKinney","LB","HOU",85.7,18.3,0.175,67.7,115,-18.6,-28.7,-26.5,289,370,344,37,"4",NA,NA,71
"371","Denico Autry","DL","IND",49.4,8.85,0.494,41.2,58.7,-18.7,-17.1,-21.8,291,259,296,35,"6",NA,NA,51
"372","Matt Milano","LB","BUF",85.5,23.1,0.355,61,121,-18.8,-35.4,-19.7,292,433,273,38,"4",NA,NA,74
"373","Darqueze Dennard","DB","CIN",76.5,NA,0.156,NA,NA,-18.8,NA,NA,293,NA,NA,50,"3",NA,NA,98
"374","Darqueze Dennard","DB","FA",76.5,NA,0.156,NA,NA,-18.8,NA,NA,293,NA,NA,50,"3",NA,NA,98
"375","Micah Hyde","DB","BUF",76.3,5.21,0.336,71,83.2,-18.9,-12.5,-27.2,294,213,354,51,"3",NA,NA,85
"376","Jerome Baker","LB","MIA",85.2,12.3,0.804,74,101,-19.1,-22.5,-40.2,295,303,489,39,"4",NA,NA,46
"377","Derek Barnett","DL","PHI",48.9,8.02,0.0687,42.1,59.6,-19.2,-16.2,-20.9,296,251,285,36,"6",NA,NA,46
"378","Steven Hauschka","K","BUF",108,28.2,2.69,44.1,122,-19.3,-66.3,-23.1,300,747,308,26,"4",150,1,72
"379","Jabaal Sheard","DL","IND",48.8,7.57,0.000409,40,58.2,-19.3,-18.3,-22.3,297,274,304,37,"6",NA,NA,49
"380","Jabaal Sheard","DL","FA",48.8,7.57,0.000409,40,58.2,-19.3,-18.3,-22.3,297,274,304,37,"6",NA,NA,49
"381","Sam Hubbard","DL","CIN",48.8,19.6,0.31,28,78.7,-19.3,-30.3,-1.74,298,382,138,38,"6",NA,NA,88
"382","Jalen Ramsey","DB","JAC",76,11.4,0.109,61.1,84,-19.3,-22.4,-26.4,299,301,341,52,"3",NA,NA,54
"383","Jalen Ramsey","DB","LAR",76,11.4,0.109,61.1,84,-19.3,-22.4,-26.4,299,301,341,52,"3",NA,NA,54
"384","Dede Westbrook","WR","JAC",172,30,3.2,130,214,-19.4,-27.5,-23.4,301,357,309,42,"7",94.4,3.66,65
"385","Damontae Kazee","DB","ATL",75.9,6.76,0.111,70.1,83.1,-19.4,-13.4,-27.3,302,223,355,53,"3",NA,NA,16
"386","Malcolm Butler","DB","TEN",75.8,9.65,0.205,64.7,86.9,-19.5,-18.8,-23.5,303,279,311,54,"3",NA,NA,34
"387","Michael Bennett","DL","NE",48.5,6.23,0.0919,42.2,54.3,-19.6,-16.1,-26.2,304,250,338,39,"6",NA,NA,60
"388","Michael Bennett","DL","FA",48.5,6.23,0.0919,42.2,54.3,-19.6,-16.1,-26.2,304,250,338,39,"6",NA,NA,60
"389","Da'Ron Payne","DL","WAS",48.4,3.04,0.136,44,50.4,-19.7,-14.3,-30.1,305,234,383,40,"6",NA,NA,30
"390","Devin McCourty","DB","NE",75.6,11.8,0.0432,57.1,85.8,-19.7,-26.4,-24.6,306,343,319,55,"3",NA,NA,88
"391","James Bradberry","DB","CAR",75.5,7.87,0.0391,67.2,82.9,-19.7,-16.3,-27.5,307,253,359,56,"3",NA,NA,24
"392","James Bradberry","DB","NYG",75.5,7.87,0.0391,67.2,82.9,-19.7,-16.3,-27.5,307,253,359,56,"3",NA,NA,24
"393","Clelin Ferrell","DL","OAK",48.3,5.3,0.541,42.3,54.5,-19.8,-16,-26,309,249,334,41,"6",NA,NA,78
"394","Clelin Ferrell","DL","LVR",48.3,5.3,0.541,42.3,54.5,-19.8,-16,-26,309,249,334,41,"6",NA,NA,78
"395","Lamarcus Joyner","DB","OAK",75.5,5.68,0.963,70.7,82,-19.8,-12.9,-28.4,308,218,364,57,"3",NA,NA,79
"396","Lamarcus Joyner","DB","LVR",75.5,5.68,0.963,70.7,82,-19.8,-12.9,-28.4,308,218,364,57,"3",NA,NA,79
"397","Jarrad Davis","LB","DET",84.3,9.84,0.955,73.4,94.2,-19.9,-23.1,-46.9,310,313,558,40,"4",NA,NA,49
"398","Fletcher Cox","DL","PHI",47.8,4.54,0.139,42.4,50.9,-20.3,-15.9,-29.5,311,248,378,42,"6",NA,NA,18
"399","Arik Armstead","DL","SF",47.6,22.3,1.21,32.1,79.1,-20.5,-26.2,-1.43,312,342,136,43,"6",NA,NA,94
"400","Joe Haden","DB","PIT",74.5,15.3,0.151,56.5,92.5,-20.7,-27,-17.9,313,351,249,58,"3",NA,NA,96
"401","Devin Bush","LB","PIT",83.4,45.5,0.556,8.66,116,-20.9,-87.8,-24.7,314,1020,321,41,"4",NA,NA,96
"402","Morgan Burnett","DB","CLE",74.4,7.09,0.378,66.8,80.8,-20.9,-16.7,-29.6,315,255,379,59,"3",NA,NA,42
"403","Morgan Burnett","DB","FA",74.4,7.09,0.378,66.8,80.8,-20.9,-16.7,-29.6,315,255,379,59,"3",NA,NA,42
"404","Byron Jones","DB","DAL",74,2.17,0.0323,72,76.7,-21.3,-11.5,-33.7,316,205,422,60,"3",NA,NA,9
"405","Byron Jones","DB","MIA",74,2.17,0.0323,72,76.7,-21.3,-11.5,-33.7,316,205,422,60,"3",NA,NA,9
"406","Zach Brown","LB","PHI",82.8,5.11,0.871,78.5,88.3,-21.4,-18,-52.9,319,270,620,42,"4",NA,NA,20
"407","Zach Brown","LB","FA",82.8,5.11,0.871,78.5,88.3,-21.4,-18,-52.9,319,270,620,42,"4",NA,NA,20
"408","Leonard Williams","DL","NYJ",46.4,5.76,0.466,42.1,54.5,-21.7,-16.2,-26,322,252,333,44,"6",NA,NA,40
"409","Leonard Williams","DL","NYG",46.4,5.76,0.466,42.1,54.5,-21.7,-16.2,-26,322,252,333,44,"6",NA,NA,40
"410","Younghoe Koo","K","FA",106,49.5,6.13,37.3,141,-22,-73.1,-3.99,324,802,152,27,"5",NA,NA,92
"411","Younghoe Koo","K","ATL",106,49.5,6.13,37.3,141,-22,-73.1,-3.99,324,802,152,27,"5",NA,NA,92
"412","Kawann Short","DL","CAR",46,5.21,0.0393,41.1,51,-22.1,-17.2,-29.5,325,260,377,45,"6",NA,NA,26
"413","Ezekiel Ansah","DL","SEA",45.9,22.1,0.0267,19.7,58.9,-22.2,-38.6,-21.6,328,467,292,46,"6",NA,NA,91
"414","Ezekiel Ansah","DL","FA",45.9,22.1,0.0267,19.7,58.9,-22.2,-38.6,-21.6,328,467,292,46,"6",NA,NA,91
