"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"83","Greg Zuerlein","K","DAL",155,12.1,1.86,136,171,27.4,25.5,25.4,69,75,69,1,"1",111,3.14,8
"84","Mark Andrews","TE","BAL",163,37.5,11.6,113,217,26.9,15.8,33.5,70,87,61,7,"6",130,1.72,62
"85","Damien Williams","RB","KC",202,54.5,0.274,112,267,25.8,-6.28,39.4,72,166,50,20,"7",24.5,31.8,74
"86","D.J. Moore","WR","CAR",218,33.9,0.737,174,275,25.8,16.4,37.6,71,86,53,21,"5",74.2,5.48,55
"87","Austin Ekeler","RB","LAC",202,54.3,1.62,137,295,25.5,18,68.2,73,81,24,21,"7",84.9,6.44,76
"88","Justin Tucker","K","BAL",153,12.4,3.96,136,170,25.5,25.2,24.9,74,76,70,2,"1",115,2.2,23
"89","Brandin Cooks","WR","LAR",217,27,1.46,174,244,25.1,17,6.71,75,83,104,22,"5",42.8,13.4,22
"90","Brandin Cooks","WR","HOU",217,27,1.46,174,244,25.1,17,6.71,75,83,104,22,"5",42.8,13.4,22
"91","Kerryon Johnson","RB","DET",200,50.5,5.66,111,251,23.9,-7.57,24.1,76,174,71,22,"7",32.2,18.7,59
"92","Darius Leonard","LB","IND",128,15.8,2.07,104,143,23.8,7.35,1.56,77,102,118,1,"1",NA,NA,25
"93","Tyler Boyd","WR","CIN",215,16.3,1.31,190,235,23.6,33.1,-2.54,78,66,145,23,"5",62.8,7.37,13
"94","Allen Robinson","WR","CHI",214,25.6,1.73,183,255,22.3,25.7,17.5,79,73,82,24,"5",75.8,6.24,34
"95","Lavonte David","LB","TB",126,22.2,7.55,108,158,21.8,12,16.9,80,92,84,2,"1",NA,NA,54
"96","Harrison Butker","K","KC",149,9.25,1.35,140,163,21.5,29.2,18.2,81,70,81,3,"1",119,1.9,1
"97","Calvin Ridley","WR","ATL",212,27.8,4.86,175,245,20.6,18.1,7.06,82,80,102,25,"5",65.8,7.13,31
"98","Wil Lutz","K","NO",148,9.61,15,136,163,20.2,25.6,17.3,83,74,83,4,"2",128,1.39,3
"99","ZaDarius Smith","DL","GB",88.2,NA,7.6,NA,NA,20.1,NA,NA,84,NA,NA,1,"1",NA,NA,54
"100","James White","RB","NE",194,31.1,3.91,151,228,18.2,32.3,0.724,85,68,125,23,"7",66.8,7.55,31
"101","Jarvis Landry","WR","CLE",208,20.8,0.231,175,234,15.7,17.9,-3.33,86,82,150,26,"5",72.5,5.91,26
"102","A.J. Green","WR","CIN",207,15.7,10.1,185,232,15.5,27.8,-5.76,87,72,164,27,"5",65.3,18.8,36
"103","Austin Hooper","TE","ATL",151,13.8,3.24,138,173,15.3,41,-10.4,88,60,195,8,"6",124,2.02,13
"104","Austin Hooper","TE","CLE",151,13.8,3.24,138,173,15.3,41,-10.4,88,60,195,8,"6",124,2.02,13
"105","Mark Ingram","RB","BAL",190,22.3,0.965,158,227,14.3,39.4,0,89,62,129,24,"7",45.8,14.1,12
"106","Cory Littleton","LB","LAR",118,17.7,1.6,107,144,14.2,10.6,3.34,90,93,116,3,"1",NA,NA,35
"107","Cory Littleton","LB","LVR",118,17.7,1.6,107,144,14.2,10.6,3.34,90,93,116,3,"1",NA,NA,35
"108","David Montgomery","RB","CHI",189,37.9,1.47,123,243,13.4,4.48,15.2,91,114,87,25,"7",49,12,55
"109","Budda Baker","DB","ARI",108,24.8,3.15,88.8,149,12.8,5.26,38.7,92,112,51,1,"1",NA,NA,92
"110","Bobby Wagner","LB","SEA",117,20.6,0.22,105,147,12.6,8.14,6.19,93,98,105,4,"1",NA,NA,39
"111","Aaron Donald","DL","LAR",80.6,12.1,1.44,71.3,100,12.5,13,19.5,94,91,77,2,"1",NA,NA,59
"112","Leighton Vander Esch","LB","DAL",117,11.9,0.239,103,126,12.4,6.64,-15.2,95,108,223,5,"1",NA,NA,19
"113","Blake Martinez","LB","GB",116,22.3,3.85,102,154,12.1,5.75,13.3,96,110,93,6,"2",NA,NA,50
"114","Blake Martinez","LB","NYG",116,22.3,3.85,102,154,12.1,5.75,13.3,96,110,93,6,"2",NA,NA,50
"115","O.J. Howard","TE","TB",148,39.8,3.64,83.1,189,12,-13.6,5.53,97,226,107,9,"6",56.4,7.89,21
"116","Phillip Lindsay","RB","DEN",188,42.8,0.261,126,241,11.9,6.85,13.3,98,103,92,26,"7",52.2,10.4,54
"117","Tarik Cohen","RB","CHI",188,31.2,3.31,147,238,11.6,28.2,11.1,99,71,95,27,"7",74.1,5.33,27
"118","J.J. Watt","DL","HOU",79.2,4.65,0.729,74.9,83.8,11.1,16.6,3.27,100,84,117,3,"1",NA,NA,13
"119","Danielle Hunter","DL","MIN",78.4,14,2.49,66.8,101,10.3,8.5,20.7,101,97,75,4,"1",NA,NA,65
"120","Landon Collins","DB","WAS",105,16.5,4.77,86,126,9.61,2.43,15.5,102,122,86,2,"1",NA,NA,51
"121","Delanie Walker","TE","TEN",144,36.7,0.324,81,181,8.4,-15.8,-1.9,103,247,139,10,"6",116,1.85,47
"122","Delanie Walker","TE","FA",144,36.7,0.324,81,181,8.4,-15.8,-1.9,103,247,139,10,"6",116,1.85,47
"123","Miles Sanders","RB","PHI",184,73.5,2.65,105,301,8.32,-14.1,73.2,104,229,17,28,"7",73.2,5.91,93
"124","Roquan Smith","LB","CHI",113,17.6,0.227,88.3,126,8.3,-8.18,-15.3,105,181,224,7,"2",NA,NA,32
"125","Darren Waller","TE","OAK",144,56.4,8.08,78.9,218,8.08,-17.9,34.8,106,267,58,11,"6",147,1.34,91
"126","Darren Waller","TE","LVR",144,56.4,8.08,78.9,218,8.08,-17.9,34.8,106,267,58,11,"6",147,1.34,91
"127","Tremaine Edmunds","LB","BUF",112,13.4,0.268,102,135,8.07,5.38,-6.41,107,111,166,8,"2",NA,NA,24
"128","Chandler Jones","DL","ARI",75.9,16.3,0.117,64.9,87.3,7.85,6.55,6.77,108,109,103,5,"1",NA,NA,77
"129","Chandler Jones","DL","ARI",75.9,16.3,0.117,64.9,87.3,7.85,6.55,6.77,108,109,103,5,"1",NA,NA,74
"130","Deion Jones","LB","ATL",112,14.6,7.8,96.6,131,7.8,0.138,-10.1,109,128,192,9,"2",NA,NA,22
"131","Cameron Jordan","DL","NO",75.8,15.8,0.723,61.4,102,7.73,3.14,21.3,110,119,73,6,"1",NA,NA,71
"132","Joey Bosa","DL","LAC",75.1,14,3.56,56.7,89.5,7.01,-1.56,9.04,111,141,96,7,"2",NA,NA,66
"133","Sony Michel","RB","NE",182,28.9,5.67,139,214,5.67,20.6,-13.7,112,79,216,29,"8",44.7,14.6,22
"134","Mike Williams","WR","LAC",197,26.8,4.61,164,241,5.39,6.85,3.72,113,104,114,28,"6",64.6,6.74,39
"135","Kaimi Fairbairn","K","HOU",133,13.5,1.35,110,154,5.18,-0.152,8.65,114,132,97,5,"2",137,1.39,64
"136","Antoine Bethea","DB","NYG",100,9.35,1.4,90.3,112,4.84,6.8,1.55,115,106,119,3,"1",NA,NA,26
"137","Antoine Bethea","DB","FA",100,9.35,1.4,90.3,112,4.84,6.8,1.55,115,106,119,3,"1",NA,NA,26
"138","Jake Elliott","K","PHI",132,8,1.05,118,145,3.83,7.53,0,116,100,129,6,"2",158,1.04,5
"139","Calais Campbell","DL","JAC",71.5,6.21,0.621,66.4,81.5,3.44,8.07,1.03,118,99,122,8,"2",NA,NA,22
"140","Calais Campbell","DL","BAL",71.5,6.21,0.621,66.4,81.5,3.44,8.07,1.03,118,99,122,8,"2",NA,NA,22
"141","Damarious Randall","DB","CLE",98.7,9.26,0.121,87.9,112,3.44,4.38,1.16,117,115,121,4,"1",NA,NA,38
"142","Damarious Randall","DB","LVR",98.7,9.26,0.121,87.9,112,3.44,4.38,1.16,117,115,121,4,"1",NA,NA,38
"143","Tyrann Mathieu","DB","KC",98.6,9.83,0.066,86.6,110,3.32,3.06,0,119,120,129,5,"1",NA,NA,29
"144","Shawn Williams","DB","CIN",98.5,16,0.642,87.6,126,3.26,4.06,15.2,120,117,88,6,"1",NA,NA,82
"145","Dante Fowler","DL","LAR",70.9,13,2.82,62.1,79.9,2.82,3.79,-0.562,121,118,131,9,"3",NA,NA,82
"146","Dante Fowler","DL","ATL",70.9,13,2.82,62.1,79.9,2.82,3.79,-0.562,121,118,131,9,"3",NA,NA,82
"147","Dante Fowler","DL","LAR",70.9,13,2.82,62.1,79.9,2.82,3.79,-0.562,121,118,131,9,"3",NA,NA,89
"148","Dante Fowler","DL","ATL",70.9,13,2.82,62.1,79.9,2.82,3.79,-0.562,121,118,131,9,"3",NA,NA,89
"149","Jason Myers","K","SEA",130,9.73,2.77,117,144,2.77,6.8,-0.915,122,105,133,7,"2",156,1.16,31
"150","John Johnson","DB","LAR",97.9,13.2,0.427,80.6,111,2.61,-2.91,0.398,123,147,127,7,"1",NA,NA,60
"151","Bears","DST","CHI",92.8,10.2,1.27,79.6,109,2.41,0,7.26,124,129,100,1,"1",85.6,5.9,78
"152","Jamal Adams","DB","NYJ",97.5,7.64,1.13,87.9,108,2.19,4.36,-2.63,125,116,146,8,"1",NA,NA,1
"153","Rams","DST","LAR",91.5,4.41,1.14,86.2,97.1,1.14,6.66,-4.85,126,107,157,2,"2",104,3.14,9
"154","Jordan Poyer","DB","BUF",96.3,4.35,1.06,92.1,103,1.06,8.56,-7.65,127,96,175,9,"1",NA,NA,1
"155","Robby Anderson","WR","NYJ",193,25.8,0.789,146,220,0.789,-11,-17.9,128,200,248,29,"6",83.3,4.68,41
"156","Robby Anderson","WR","CAR",193,25.8,0.789,146,220,0.789,-11,-17.9,128,200,248,29,"6",83.3,4.68,41
"157","Eli Manning","QB","NYG",242,17.9,18.4,217,268,0,131,-63.9,129,29,740,24,"10",150,1.57,7
"158","Eli Manning","QB","FA",242,17.9,18.4,217,268,0,131,-63.9,129,29,740,24,"10",150,1.57,7
"159","Marlon Mack","RB","IND",176,37.7,14,119,214,0,0.497,-13.4,129,127,215,30,"8",38,22.8,42
"160","Sterling Shepard","WR","NYG",192,20.9,3.7,162,219,0,5.07,-18.8,129,113,263,30,"6",103,2.76,28
"161","Jordan Reed","TE","WAS",136,36.8,1.8,77.5,182,0,-19.3,-1.04,129,283,134,12,"7",142,1.25,64
"162","Jordan Reed","TE","FA",136,36.8,1.8,77.5,182,0,-19.3,-1.04,129,283,134,12,"7",142,1.25,64
"163","Matt Prater","K","DET",128,6.1,0.484,120,138,0,9.57,-7.68,129,94,176,8,"3",159,1.01,41
"164","Ravens","DST","BAL",90.4,9.43,3.36,79.4,103,0,-0.125,0.536,129,131,126,3,"3",113,2.08,72
"165","Myles Garrett","DL","CLE",68.1,11.7,1.29,55.7,78.5,0,-2.58,-1.96,129,146,140,10,"3",NA,NA,57
"166","Jaylon Smith","LB","DAL",104,25.3,0.201,86.1,147,0,-10.4,6.02,129,196,106,10,"2",NA,NA,60
"167","Ha Ha Clinton-Dix","DB","CHI",95.3,13,1.42,85.8,115,0,2.24,4.77,129,123,110,10,"1",NA,NA,56
"168","Ha Ha Clinton-Dix","DB","DAL",95.3,13,1.42,85.8,115,0,2.24,4.77,129,123,110,10,"1",NA,NA,56
"169","Demario Davis","LB","NO",104,22.1,0.159,92.2,142,-0.201,-4.31,0.752,130,157,124,11,"2",NA,NA,52
"170","Luke Kuechly","LB","CAR",104,6.96,3,98.2,112,-0.36,1.78,-29.4,131,125,375,12,"3",NA,NA,3
"171","Luke Kuechly","LB","FA",104,6.96,3,98.2,112,-0.36,1.78,-29.4,131,125,375,12,"3",NA,NA,3
"172","Mason Crosby","K","GB",127,8.57,0.0117,110,133,-0.484,0,-12,132,129,207,9,"3",156,1.03,13
"173","Mike Badgley","K","LAC",127,11.4,0.0398,107,145,-0.496,-3.36,-0.275,133,149,130,10,"3",161,1.05,26
"174","Brett Maher","K","DAL",127,11.8,0.0584,106,136,-0.536,-4.5,-9.44,134,158,189,11,"3",152,1.03,18
"175","Brett Maher","K","NYJ",127,11.8,0.0584,106,136,-0.536,-4.5,-9.44,134,158,189,11,"3",152,1.03,18
"176","Stephen Gostkowski","K","NE",127,40.4,1.5,51.9,149,-0.594,-58.5,4.08,135,706,112,12,"3",128,1.5,56
"177","Stephen Gostkowski","K","FA",127,40.4,1.5,51.9,149,-0.594,-58.5,4.08,135,706,112,12,"3",128,1.5,56
"178","Chris Jones","DL","KC",66.8,13.2,0.291,54.4,80.5,-1.29,-3.92,0,136,151,129,11,"3",NA,NA,72
"179","Harrison Smith","DB","MIN",93.9,10.1,0.21,81.5,108,-1.42,-1.99,-2.89,137,144,147,11,"1",NA,NA,17
"180","DeForest Buckner","DL","SF",66.5,6.52,1.37,58.3,75.9,-1.58,0,-4.61,138,129,154,12,"3",NA,NA,34
"181","DeForest Buckner","DL","IND",66.5,6.52,1.37,58.3,75.9,-1.58,0,-4.61,138,129,154,12,"3",NA,NA,34
"182","Justin Reid","DB","HOU",93.6,8.1,0.0368,81.9,98.7,-1.63,-1.61,-11.7,139,142,206,12,"1",NA,NA,68
"183","Malcolm Jenkins","DB","PHI",93.6,9.74,0.338,83.5,108,-1.66,0,-2.39,140,129,144,13,"2",NA,NA,21
"184","Malcolm Jenkins","DB","NO",93.6,9.74,0.338,83.5,108,-1.66,0,-2.39,140,129,144,13,"2",NA,NA,21
"185","Eric Ebron","TE","IND",134,26.3,1.43,104,183,-1.8,7.47,0,141,101,129,13,"7",93.1,2.81,23
"186","Eric Ebron","TE","PIT",134,26.3,1.43,104,183,-1.8,7.47,0,141,101,129,13,"7",93.1,2.81,23
"187","Jessie Bates","DB","CIN",93.3,14.6,2.44,83.1,118,-2,-0.459,7.42,142,137,98,14,"2",NA,NA,81
"188","Dan Bailey","K","MIN",126,11.5,2.85,104,136,-2.1,-6.32,-9.15,143,167,187,13,"3",164,1.03,69
"189","Demarcus Lawrence","DL","DAL",65.2,5.21,0.466,61,71.8,-2.95,2.72,-8.65,144,121,182,13,"3",NA,NA,16
"190","Kyle Rudolph","TE","MIN",133,14.1,0.906,111,155,-3.23,14.6,-28.2,145,90,362,14,"7",132,1.5,17
"191","Patriots","DST","NE",87,5.18,0.344,79.3,95.4,-3.36,-0.245,-6.61,146,135,168,4,"3",151,1.4,16
"192","Jerry Hughes","LB","BUF",101,NA,0.72,NA,NA,-3.36,NA,NA,147,NA,NA,13,"3",NA,NA,91
"193","Frank Clark","DL","KC",64.7,9.18,3.29,52.3,75.1,-3.42,-6.04,-5.4,148,165,162,14,"4",NA,NA,52
"194","Marvin Jones","WR","DET",188,17,2.38,157,208,-3.7,0,-29.9,150,129,381,31,"6",106,2.16,20
"195","Saints","DST","NO",86.7,6.26,0.177,76.3,94.1,-3.7,-3.22,-7.91,149,148,180,5,"4",156,1.08,31
"196","Broncos","DST","DEN",86.5,5.18,0.0483,81.4,94.6,-3.88,1.88,-7.33,151,124,171,6,"4",149,1.26,19
"197","Steelers","DST","PIT",86.5,6.33,0.643,78.2,94.1,-3.92,-1.39,-7.88,152,139,178,7,"5",169,1.09,34
"198","Joe Schobert","LB","CLE",100,23.7,0.0347,85.2,141,-4.08,-11.3,-0.608,153,202,132,14,"3",NA,NA,66
"199","Joe Schobert","LB","JAC",100,23.7,0.0347,85.2,141,-4.08,-11.3,-0.608,153,202,132,14,"3",NA,NA,66
"200","C.J. Mosley","LB","NYJ",100,5.49,0.287,96.5,108,-4.11,0,-33.6,154,129,417,15,"3",NA,NA,1
"201","Vance McDonald","TE","PIT",132,47.1,1.04,59.5,185,-4.14,-37.2,1.36,155,451,120,15,"7",84.9,2.94,55
"202","Jordan Hicks","LB","ARI",99.9,27.7,0.283,75.1,142,-4.4,-21.4,0.782,156,294,123,16,"3",NA,NA,76
"203","Adrian Amos","DB","GB",90.8,10.7,0.519,80.1,100,-4.45,-3.38,-10.1,157,150,193,15,"2",NA,NA,59
"204","Vikings","DST","MIN",85.8,7.41,0.724,79.5,99,-4.57,-0.101,-2.95,158,130,148,8,"6",122,1.58,62
"205","Zach Cunningham","LB","HOU",99.6,24.8,0.398,81.8,141,-4.68,-14.7,0,159,238,129,17,"3",NA,NA,59
"206","Chris Boswell","K","PIT",123,11.9,0.59,102,141,-4.95,-8.6,-4.68,160,185,155,14,"3",140,1.08,15
"207","Kevin Byard","DB","TEN",90.3,8.62,1.01,77,99.2,-4.97,-6.54,-11.2,161,170,202,16,"2",NA,NA,12
"208","Kwon Alexander","LB","SF",99.2,3.56,1.52,93.9,101,-5.08,-2.51,-40,162,145,485,18,"3",NA,NA,1
"209","David Njoku","TE","CLE",131,39.4,1.04,68.1,178,-5.17,-28.7,-4.73,163,368,156,16,"7",90.2,2.64,45
"210","Chiefs","DST","KC",85.1,6.7,1.52,75.5,93.5,-5.29,-4.06,-8.51,164,153,181,9,"7",166,1.24,41
"211","Aldrick Rosas","K","NYG",122,12.2,2.74,102,140,-5.54,-7.94,-5.01,165,179,159,15,"3",165,1.02,67
"212","Jaire Alexander","DB","GB",89.3,9.19,1.55,79.4,100,-5.98,-4.16,-10.5,166,154,199,17,"2",NA,NA,66
"213","Courtland Sutton","WR","DEN",186,44.4,0.12,135,268,-6.09,-22.4,30.7,167,302,64,32,"6",119,1.77,78
"214","Mike Williams","WR",NA,186,NA,1.6,NA,NA,-6.21,NA,NA,168,NA,NA,33,"6",NA,NA,NA
