"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"210","Jurrell Casey","DL","TEN",49.3,4.73,0.064,44.2,52.5,-10.8,-10.4,-12.5,202,215,239,31,"4",170,0,38
"211","Geno Atkins","DL","CIN",49.3,12.7,0.0763,42.1,64.3,-10.9,-12.6,-0.661,203,238,131,32,"4",170,0,90
"212","Stephon Tuitt","DL","PIT",49.2,0.295,0.11,49,49.5,-11,-5.61,-15.5,205,167,274,33,"4",170,0,3
"213","Von Miller","LB","DEN",86.6,12,1.81,75.5,98.8,-11,-18.1,-6.51,204,286,171,25,"3",116,6.8,56
"214","Steelers","DST","PIT",79.6,6.05,0.463,73,89.2,-11.1,-4.12,-13.8,206,157,254,14,"11",132,1.34,42
"215","Emmanuel Ogbah","DL","CLE",49.1,3.81,0.178,46.1,53,-11.1,-8.55,-12,207,197,235,34,"4",170,0,33
"216","Robert Alford","DB","ATL",75.1,12.2,0.0684,65.8,89.1,-11.1,-13.5,-3.34,208,246,147,33,"2",170,0,91
"217","Devin McCourty","DB","NE",75,2.05,0.463,73.1,77.1,-11.2,-6.27,-15.3,209,173,270,34,"2",170,0,17
"218","Gerald McCoy","DL","TB",48.9,6.62,1.54,44.1,56.6,-11.3,-10.5,-8.4,210,216,191,35,"4",170,0,60
"219","Martavis Bryant","WR","PIT",187,16.3,0.591,163,210,-11.6,-6.61,-12.3,212,175,237,32,"8",65.7,7.22,59
"220","Packers","DST","GB",79.2,7.85,0.894,71.5,89.7,-11.6,-5.64,-13.3,211,168,248,15,"11",157,0.755,29
"221","D.J. Swearinger","DB","WAS",74.5,7.92,0.36,67.2,82.9,-11.6,-12.1,-9.58,213,233,205,35,"2",170,0,55
"222","Darren Sproles","RB","PHI",151,10.4,0.188,138,167,-11.8,12.9,-20.6,214,96,332,33,"9",104,1.27,42
"223","Rob Kelley","RB","WAS",151,19.2,3.87,125,181,-12,0,-6.65,216,129,172,34,"9",68,3.42,52
"224","Eric Reid","DB","SF",74.2,6.47,1.03,67.3,78.9,-12,-12.1,-13.5,215,231,252,36,"2",170,0,47
"225","Brandon Marshall","WR","NYG",187,14,3.07,170,206,-12.1,0,-16.1,217,129,282,33,"8",59.4,5.98,30
"226","Titans","DST","TEN",78.3,12.3,0.594,68.6,101,-12.4,-8.5,-2.17,218,196,140,16,"12",148,1.24,90
"227","Jared Cook","TE","OAK",136,15,1.94,118,160,-12.5,-16.2,-14.5,219,266,263,16,"7",91.4,1.54,63
"228","Mario Edwards","DL","OAK",47.4,4.17,0.235,44.8,50.5,-12.8,-9.85,-14.5,221,207,260,36,"4",170,0,50
"229","Preston Brown","LB","BUF",84.8,12.3,0.37,74.1,97.2,-12.8,-19.6,-8.14,220,294,187,26,"3",170,2.1,51
"230","Raiders","DST","OAK",77.7,8.98,0.0748,67.2,91.1,-13,-9.96,-11.8,223,208,231,17,"12",158,0.725,74
"231","Leonard Williams","DL","NYJ",47.1,0.799,0.293,46.3,47.9,-13,-8.28,-17.1,224,192,294,37,"4",158,1.8,5
"232","Kam Chancellor","DB","SEA",73.2,1.17,0.265,71.9,74,-13,-7.39,-18.4,222,181,306,37,"2",115,2.9,3
"233","Rams","DST","LAR",77.6,1.56,0.262,76.1,79,-13.1,-1.07,-24,225,133,367,18,"12",137,1.3,3
"234","Kiko Alonso","LB","MIA",84.4,1.62,0.227,82.7,85.6,-13.1,-10.9,-19.7,226,219,323,27,"3",185,1.1,12
"235","Damon Harrison","DL","NYG",46.8,6.49,0.17,41.7,53.7,-13.3,-12.9,-11.3,228,242,223,38,"4",159,2.7,67
"236","Bashaud Breeland","DB","WAS",72.9,14,0.312,58.3,81.9,-13.3,-21.1,-10.5,227,309,214,38,"2",173,4,88
"237","Bills","DST","BUF",77.3,9.33,0.23,64.9,89.5,-13.4,-12.2,-13.5,230,235,251,19,"13",170,0,87
"238","Reuben Foster","LB","SF",84.2,14,1.98,69.1,96.6,-13.4,-24.5,-8.68,229,334,193,28,"3",174,3.8,88
"239","Jonathan Allen","DL","WAS",46.7,5.5,0.824,41,51,-13.5,-13.6,-14,231,249,256,39,"4",170,0,98
"240","Bengals","DST","CIN",77.1,7.37,0.474,69.2,87.5,-13.6,-7.97,-15.4,233,190,273,20,"13",148,1.06,68
"241","Jabrill Peppers","DB","CLE",72.6,12.6,0.0377,59.6,82.5,-13.6,-19.7,-9.93,232,295,208,39,"2",182,6.7,98
"242","Ronald Darby","DB","PHI",72.5,5.27,0.335,67.9,77.8,-13.6,-11.4,-14.6,234,223,264,40,"2",170,0,28
"243","Josh Norman","DB","WAS",72.2,7.43,0.14,64.9,78.8,-14,-14.4,-13.6,235,260,253,41,"2",149,1.4,64
"244","Ravens","DST","BAL",76.6,7.84,0.142,67.9,89.8,-14.1,-9.23,-13.1,236,201,245,21,"13",142,1.39,45
"245","Malik Hooker","DB","IND",72.1,4.32,0.0307,69.1,77.1,-14.1,-10.3,-15.3,237,211,269,42,"2",170,0,99
"246","David Amerson","DB","OAK",72,9.11,0.377,61.7,79.2,-14.1,-17.6,-13.2,238,285,246,43,"2",170,0,66
"247","Dolphins","DST","MIA",76.5,11.5,1.01,60.6,92.9,-14.2,-16.5,-10,239,270,211,22,"14",170,0,77
"248","Myles Garrett","DL","CLE",45.8,2.76,0.531,42.7,48,-14.3,-12,-17,240,228,292,40,"4",172,3.2,57
"249","C.J. Fiedorowicz","TE","HOU",134,12.1,0.294,118,149,-14.4,-16.5,-25.4,241,269,381,17,"7",105,0.625,51
"250","T.J. Ward","DB","TB",71.7,9.29,0.189,62.5,80.2,-14.5,-16.8,-12.2,242,276,236,44,"2",166,3.5,86
"251","Austin Hooper","TE","ATL",134,16.7,1.98,103,159,-14.7,-31.4,-15.6,244,363,277,18,"7",95.3,1.8,54
"252","Mike Adams","DB","CAR",71.5,5.85,0.0398,66.5,77.9,-14.7,-12.8,-14.5,243,241,262,45,"2",170,0,31
"253","Tavon Wilson","DB","DET",71.4,12.7,0.072,59.4,84.2,-14.7,-19.9,-8.28,245,298,189,46,"2",170,0,81
"254","Glover Quin","DB","DET",71.4,4.7,0.631,66.6,75.9,-14.8,-12.7,-16.6,246,240,287,47,"2",170,0,21
"255","Frank Clark","DL","SEA",45.3,11.8,0.355,32.5,53.4,-14.9,-22.1,-11.6,247,317,227,41,"4",170,0,91
"256","DeVante Parker","WR","MIA",184,17.6,2.25,166,217,-15.2,-3.3,-4.94,248,153,160,34,"8",71.4,4.34,51
"257","Chargers","DST","LAC",75.5,13.6,1.88,62.9,97.3,-15.2,-14.2,-5.65,250,257,165,23,"15",143,0,94
"258","Kyle Williams","DL","BUF",44.9,4.94,0.297,40.2,49.8,-15.2,-14.4,-15.2,249,261,267,42,"4",170,0,47
"259","Avery Williamson","LB","TEN",82.2,3.67,0.322,80,86.6,-15.3,-13.6,-18.8,251,248,310,29,"3",170,0,26
"260","Jalen Ramsey","DB","JAC",70.7,19.8,0.0731,50.1,83.5,-15.4,-29.2,-8.95,252,352,197,48,"2",170,0,95
"261","Dante Fowler","DL","JAC",44.6,3.54,0.13,42.4,47.3,-15.5,-12.2,-17.7,253,234,298,43,"4",NA,NA,17
"262","Logan Ryan","DB","TEN",70.6,22.5,0.44,47.2,84.9,-15.5,-32.1,-7.55,254,373,180,49,"2",157,1.2,97
"263","Malik Jackson","DL","JAC",44.5,9.85,0.617,34.8,53.6,-15.6,-19.8,-11.4,255,297,224,44,"4",170,0,83
"264","Brandon Marshall","LB","DEN",81.9,8.09,2.82,77,90.6,-15.7,-16.6,-14.7,256,272,265,30,"3",170,0,47
"265","Mike Gillislee","RB","NE",147,17.6,3.24,125,177,-15.9,0.31,-9.96,257,126,209,35,"10",54.3,6.46,23
"266","Adrian Amos","DB","CHI",70.2,5.52,0.398,66.8,74.4,-16,-12.6,-18.1,258,237,302,50,"2",NA,NA,67
"267","William Gholston","DL","TB",43.9,8.14,0.507,36.2,51.6,-16.3,-18.4,-13.4,259,289,250,45,"5",170,0,78
"268","James Bradberry","DB","CAR",69.8,12.3,0.273,57,77.9,-16.4,-22.3,-14.5,260,321,261,51,"2",184,1,90
"269","Mike Mitchell","DB","PIT",69.5,2.16,0.17,67.3,71,-16.6,-12,-21.5,261,230,339,52,"2",170,0,2
"270","Charles Clay","TE","BUF",132,6.06,0.453,124,141,-16.7,-10.3,-33.3,262,212,450,19,"7",105,0.58,34
"271","Corey Liuget","DL","LAC",43.4,3.26,0.231,40.9,46.9,-16.8,-13.8,-18.1,263,251,303,46,"5",170,0,29
"272","Jimmie Ward","DB","SF",69.4,5.28,0.0388,65.8,75.6,-16.8,-13.6,-16.9,264,247,290,53,"2",170,0,41
"273","Brent Grimes","DB","TB",69.3,12.1,0.0826,55,76.6,-16.8,-24.3,-15.8,265,333,279,54,"2",170,0,79
"274","Malcolm Butler","DB","NE",69.2,8.73,0.564,60.6,76.8,-16.9,-18.8,-15.6,266,292,276,55,"2",150,0,60
"275","Linval Joseph","DL","MIN",43.2,2.86,0.000452,40.9,46.1,-17,-13.8,-18.9,267,252,312,47,"5",166,1.8,14
"276","Robert Ayers","DL","TB",43.2,8.98,0.228,37.1,53.7,-17,-17.5,-11.3,268,283,222,48,"5",170,0,81
"277","Commanders","DST","WAS",73.6,6.9,1.45,66.2,83.5,-17.1,-11,-19.5,269,220,320,24,"16",170,0,26
"278","Cameron Brate","TE","TB",131,9.96,3.24,113,147,-17.2,-20.6,-27.8,270,305,402,20,"7",109,1.38,31
"279","Solomon Thomas","DL","SF",42.9,4.48,0.268,38.3,46,-17.2,-16.3,-19,271,267,315,49,"5",170,0,97
"280","Jeremy Maclin","WR","BAL",182,13.6,1.26,158,193,-17.5,-11.8,-28.9,272,226,412,35,"8",76.9,3.21,32
"281","Johnathan Hankins","DL","IND",42.7,0.919,0.218,42,43.3,-17.5,-12.6,-21.7,274,239,343,50,"5",170,0,24
"282","Darian Stewart","DB","DEN",68.7,0.447,0.664,68.2,69,-17.5,-11.1,-23.4,273,222,361,56,"2",170,0,26
"283","Taco Charlton","DL","DAL",42.4,13.3,0.381,29.6,55.2,-17.7,-25,-9.75,275,335,206,51,"5",170,0,99
"284","Mario Addison","DL","CAR",42.1,12.5,0.267,32.2,56.3,-18.1,-22.4,-8.7,276,322,195,52,"5",170,0,88
"285","Clayton Geathers","DB","IND",68,6.61,0.164,62.2,75.2,-18.2,-17.2,-17.3,277,278,296,57,"2",170,0,45
"286","Janoris Jenkins","DB","NYG",67.9,6.87,0.0386,60.8,73.1,-18.3,-18.6,-19.3,278,291,318,58,"2",170,0,71
"287","Noah Spence","DL","TB",41.8,13.6,0.493,25.8,50.9,-18.4,-28.8,-14.1,280,350,257,53,"5",170,0,95
"288","Jaquiski Tartt","DB","SF",67.8,10.3,0.0998,58.2,78.2,-18.4,-21.1,-14.2,279,310,258,59,"2",170,0,83
"289","Thomas Davis","LB","CAR",79,9,1,73.5,89.7,-18.5,-20.1,-15.6,282,299,275,31,"3",170,0,44
"290","Ricardo Allen","DB","ATL",67.7,7.35,0.04,63,75.7,-18.5,-16.4,-16.8,281,268,288,60,"2",170,0,48
"291","Cowboys","DST","DAL",72.2,5.65,0.572,67,81.4,-18.6,-10.2,-21.6,284,210,340,25,"17",158,0.87,19
"292","Mike Wallace","WR","BAL",180,14,0.543,156,197,-18.7,-13.5,-25.5,285,244,382,36,"8",94.4,1.64,38
"293","Sheldon Richardson","DL","SEA",41.3,1.52,0.515,40.2,42.9,-18.9,-14.4,-22.1,286,259,346,54,"5",157,1.6,2
"294","Eddie Lacy","RB","SEA",143,17.7,3.24,120,171,-19.1,-4.68,-16.1,288,159,284,36,"10",63.9,7,56
"295","Colts","DST","IND",71.6,8.99,3.82,63.1,86.1,-19.1,-14,-16.9,289,255,291,26,"18",160,0.55,55
"296","Donte Moncrief","WR","IND",180,17.7,2.1,161,203,-19.3,-8.95,-19.4,290,200,319,37,"8",77.9,3.1,48
"297","Julius Peppers","DL","CAR",40.8,5.98,0.15,37.3,47.9,-19.4,-17.3,-17.1,291,281,293,55,"5",NA,NA,74
"298","Michael Johnson","DL","CIN",40.6,3.34,0.298,37.2,43.3,-19.5,-17.4,-21.7,293,282,341,56,"5",170,0,48
"299","Paul Posluszny","LB","JAC",78,20,0.343,59.6,97.4,-19.5,-34,-7.92,292,385,184,32,"3",170,0,84
"300","Sheldon Rankins","DL","NO",40.3,6.14,0.255,34.2,45.8,-19.8,-20.4,-19.2,295,302,316,57,"5",170,0,66
"301","Karlos Dansby","LB","ARI",77.7,5.72,0.285,73,84.1,-19.8,-20.6,-21.2,296,304,337,33,"3",170,0,46
"302","Dontari Poe","DL","ATL",40.1,9.74,0.289,31.5,49.9,-20.1,-23.1,-15.1,298,328,266,58,"5",170,0,93
"303","Deone Bucannon","LB","ARI",77.4,2.6,0.153,75.3,80.4,-20.1,-18.3,-25,299,288,376,34,"3",NA,NA,2
"304","Lawrence Timmons","LB","MIA",77.3,21,0.725,52.3,89.5,-20.3,-41.3,-15.8,300,428,280,35,"3",168,1.4,82
"305","Antonio Gates","TE","LAC",128,9.75,0.829,113,141,-20.4,-20.8,-33.6,303,307,454,21,"7",109,1.87,23
"306","Deatrich Wise","DL","NE",39.8,NA,0.0161,NA,NA,-20.4,NA,NA,301,NA,NA,59,"5",NA,NA,NA
"307","Shaq Lawson","DL","BUF",39.8,3.75,0.0839,37.5,42.6,-20.4,-17.2,-22.4,302,277,348,60,"5",170,0,52
"308","Blake Martinez","LB","GB",76.5,14.1,0.392,61.6,87.7,-21,-32,-17.6,311,370,297,36,"3",170,0,79
"309","Evan Engram","TE","NYG",127,12.4,1.75,108,143,-21.2,-25.7,-31.8,312,338,437,22,"7",112,1.84,46
"310","Eric Decker","WR","TEN",178,20,1.93,155,210,-21.4,-14.1,-12.8,314,256,240,38,"8",72.9,3.06,61
"311","K.J. Wright","LB","SEA",76.1,4.76,0.622,73,81.1,-21.4,-20.6,-24.2,315,303,371,37,"3",151,2.6,11
"312","Justin Houston","LB","KC",75.5,13,1.1,62.1,87,-22,-31.5,-18.4,316,366,305,38,"3",168,2.9,58
"313","Matt Forte","RB","NYJ",140,34.5,2.12,88.1,182,-22.4,-36.6,-5.02,320,401,162,37,"10",83.2,2.68,87
"314","Julius Thomas","TE","MIA",126,21,12.9,99.5,163,-23,-34.7,-11.6,324,389,228,23,"8",110,1.9,66
"315","49ers","DST","SF",67.8,9.92,0.878,55.2,83.6,-23,-21.9,-19.3,323,316,317,27,"19",160,0.59,23
"316","DeVondre Campbell","LB","ATL",74.4,2.5,1.33,71.7,75.9,-23.1,-21.9,-29.4,325,315,418,39,"3",170,0,21
"317","Kenny Britt","WR","CLE",176,15,3.35,155,202,-23.3,-14.3,-20.8,327,258,335,39,"9",90.2,1.46,49
"318","Lions","DST","DET",66.9,11.9,0.184,45.3,79.2,-23.8,-31.8,-23.7,330,367,364,28,"19",170,0,81
"319","Saints","DST","NO",66.7,9.83,0.79,53.6,78.5,-24,-23.5,-24.4,332,329,373,29,"20",170,0,32
"320","Cory James","LB","OAK",73.1,5.29,0.268,69.4,78.8,-24.4,-24.3,-26.6,333,332,391,40,"3",170,0,49
"321","Adrian Peterson","RB","NO",138,22.1,0.758,118,170,-24.5,-7.15,-17.3,334,179,295,38,"10",52.6,8.32,51
"322","Antonio Morrison","LB","IND",72.8,24.5,2.32,54.9,101,-24.7,-38.7,-3.99,336,415,153,41,"4",170,0,99
"323","Bears","DST","CHI",65.9,9.51,3.6,54.6,79.4,-24.8,-22.5,-23.5,338,325,363,30,"21",170,0,61
"324","Jonathan Stewart","RB","CAR",137,21.1,2.72,117,176,-25.2,-7.7,-11.7,340,187,229,39,"10",81.4,2.38,38
"325","Chris Hogan","WR","NE",172,17.7,0.703,156,207,-26.7,-13.9,-15.4,346,254,272,40,"9",89.6,2.74,83
"326","Tahir Whitehead","LB","DET",70.5,20.4,0.11,49.7,86.7,-27,-43.9,-18.6,347,441,307,42,"4",170,0,89
"327","Vince Williams","LB","PIT",70.4,19.2,1.18,55.3,92.4,-27.1,-38.3,-12.9,349,413,241,43,"4",174,1.2,81
"328","Willie Snead","WR","NO",172,12.6,0.361,162,198,-27.4,-7.5,-24.1,350,184,370,41,"9",69.2,3.4,54
"329","DeSean Jackson","WR","TB",171,15.5,3.57,150,191,-27.7,-19.7,-31.7,352,296,436,42,"9",65.1,4.08,21
"330","Giovani Bernard","RB","CIN",135,24,0.273,98.8,158,-28,-26,-29,353,339,414,40,"10",108,3.82,65
"331","Chris Thompson","RB","WAS",134,10.8,2.99,119,150,-28.2,-5.32,-37.2,354,165,493,41,"10",113,1.1,55
"332","Danny Trevathan","LB","CHI",69.2,15.5,0.31,57.5,87.1,-28.3,-36.1,-18.2,355,394,304,44,"4",196,1.8,74
"333","Browns","DST","CLE",62.3,10.8,1.09,50.3,78.8,-28.4,-26.9,-24.1,356,343,369,31,"22",170,0,71
"334","Darron Lee","LB","NYJ",68.9,14.9,0.0776,54.1,82.5,-28.6,-39.5,-22.9,358,418,353,45,"4",170,0,70
"335","Jonathan Casillas","LB","NYG",68.8,11.6,1.39,57.4,79.2,-28.7,-36.2,-26.1,359,395,386,46,"4",170,0,75
"336","Jets","DST","NYJ",61.2,11.7,0,47.7,77.8,-29.5,-29.4,-25.1,362,353,379,32,"22",170,0,99
"337","Brian Hoyer","QB","SF",218,44.3,10.3,186,305,-29.9,0,17.4,366,129,78,25,"10",170,0,77
"338","Craig Robertson","LB","NO",67.4,17.8,0.586,52.4,85.2,-30.1,-41.3,-20.1,368,426,327,47,"4",170,0,96
"339","Nigel Bradham","LB","PHI",66.9,14.3,0.523,51.6,77.9,-30.7,-42,-27.5,371,432,398,48,"4",170,0,68
"340","Charles Sims","RB","TB",131,33,0.363,96.5,181,-31.2,-28.3,-6.7,374,347,173,42,"10",97.4,1.12,82
"341","Chandler Jones","LB","ARI",66.3,11.2,1.78,59.9,79.6,-31.2,-33.7,-25.7,373,383,383,49,"4",NA,NA,61
"342","Rishard Matthews","WR","TEN",168,11.7,0.214,156,184,-31.3,-13.8,-38,375,253,501,43,"9",92.4,1.34,31
"343","Jordan Matthews","WR","BUF",168,7.66,0.278,158,177,-31.5,-11.7,-45.6,377,225,582,44,"9",97.8,2.38,15
"344","Jason Myers","K","JAC",478,314,14.5,124,828,-31.5,-7.61,-57.5,376,186,669,9,"6",160,0.55,77
"345","Doug Martin","RB","TB",131,49.7,2.43,34,180,-31.6,-90.8,-7.23,379,747,176,43,"11",63,5.53,94
"346","Adam Thielen","WR","MIN",167,22.6,1.66,124,191,-31.8,-45.5,-31.9,382,447,439,45,"9",91.7,1.64,69
"347","David Harris","LB","NE",64.6,21.2,0.672,39.5,78,-33,-54.1,-27.3,385,495,394,50,"4",170,0,98
"348","Tyrell Williams","WR","LAC",166,11.5,0.354,156,183,-33.4,-13.5,-39.1,386,245,509,46,"9",89.9,1.66,34
"349","Lorenzo Alexander","LB","BUF",63.9,22.4,0.0504,42,84.9,-33.6,-51.6,-20.4,387,467,329,51,"4",NA,NA,95
"350","Will Compton","LB","WAS",63.8,2.03,0.00714,61.6,65.6,-33.7,-32,-39.8,389,369,518,52,"4",170,0,40
"351","Kevin Minter","LB","CIN",63.8,12.8,0.664,48.6,71.9,-33.7,-45,-33.4,390,443,452,53,"4",170,0,60
"352","Ted Ginn","WR","NO",165,17.7,1.44,140,188,-33.8,-29.8,-34.3,391,355,460,47,"9",101,1.27,76
"353","Derrick Henry","RB","TEN",129,16.8,5.2,107,156,-34,-17.6,-31.1,392,284,431,44,"11",103,2.1,45
"354","Todd Davis","LB","DEN",63.2,9.01,0.514,53.4,68.8,-34.4,-40.2,-36.6,394,423,486,54,"4",170,0,54
"355","Vic Beasley","LB","ATL",62.7,10.7,0.745,50.2,70.5,-34.9,-43.4,-34.9,396,438,467,55,"4",NA,NA,63
"356","Marvin Jones","WR","DET",164,12.8,0.638,149,186,-35.2,-21,-36.8,398,308,487,48,"9",93.6,1.34,44
"357","Donta Hightower","LB","NE",61.9,3.7,0.00389,59.4,66.3,-35.6,-34.2,-39.1,400,386,507,56,"4",170,0,32
"358","Brian Orakpo","LB","TEN",61.9,2.32,0.196,60.4,64.7,-35.6,-33.2,-40.7,401,380,530,57,"4",170,0,14
"359","O.J. Howard","TE","TB",113,30.7,4.12,67.7,145,-35.8,-66.4,-29.2,404,602,416,24,"9",105,2.18,83
"360","Denzel Perryman","LB","LAC",61.7,1.56,0.108,60.5,62.7,-35.8,-33.1,-42.6,403,378,548,58,"4",170,0,67
"361","Kevin White","WR","CHI",163,17.6,4.25,147,193,-35.9,-22.9,-29.6,405,327,419,49,"9",111,1.56,70
"362","Demario Davis","LB","NYJ",61.6,7.71,0.00275,56.8,67.4,-35.9,-36.8,-37.9,406,402,500,59,"4",170,0,53
"363","Melvin Ingram","LB","LAC",61.6,NA,0.443,NA,NA,-35.9,NA,NA,407,NA,NA,60,"4",138,2.8,NA
"364","LeGarrette Blount","RB","PHI",123,31,1.53,96.3,178,-39.2,-28.4,-9.23,429,348,201,45,"11",62.4,4.06,77
"365","David Njoku","TE","CLE",109,18.1,1.35,88.3,134,-39.9,-45.8,-40.5,434,449,528,25,"9",156,0.833,60
"366","Cole Beasley","WR","DAL",159,19.1,3.15,126,176,-40.1,-43.1,-46.7,436,436,591,50,"10",145,1.82,89
"367","Blake Bortles","QB","JAC",207,56.9,0.0783,104,267,-40.3,-81.4,-20.1,437,723,328,26,"10",105,0.695,91
"368","Trevor Siemian","QB","DEN",207,46.6,4.35,108,238,-40.3,-77.9,-49.6,439,628,615,27,"10",170,0,40
"369","Tim Hightower","RB","FA",122,26.8,0.136,103,140,-40.7,-21.3,-46.9,443,313,594,46,"11",NA,NA,62
"370","C.J. Prosise","RB","SEA",122,20.6,1.41,97.5,155,-40.9,-27.3,-31.8,444,345,438,47,"11",102,1.18,59
"371","Zach Miller","TE","CHI",107,18.3,7.22,81.3,133,-41.3,-52.9,-41.1,449,473,534,26,"9",157,0.773,77
"372","Darren McFadden","RB","DAL",120,16.8,2.62,104,149,-42.3,-21.2,-38.5,459,311,504,48,"11",75.9,3.68,44
"373","Corey Coleman","WR","CLE",156,21.1,4.42,135,199,-43.3,-34.4,-23.7,470,388,365,51,"10",91.9,1.56,62
"374","DeShone Kizer","QB","CLE",203,38,11,154,247,-44.7,-31.3,-40.7,484,362,529,28,"10",170,0,63
"375","Shane Vereen","RB","NYG",118,17.1,1.81,94.2,142,-44.9,-30.6,-45.5,488,358,580,49,"11",99.4,1.06,92
"376","Ryan Succop","K","TEN",463,307,60.7,106,752,-46,-26.1,-134,501,340,924,10,"7",170,0,84
"377","Rex Burkhead","RB","NE",116,28.3,1.92,71.3,154,-46.7,-53.5,-33.3,509,476,449,50,"11",137,1.27,96
"378","Mohamed Sanu","WR","ATL",151,13.2,1.16,132,166,-47.7,-37.9,-56.2,522,411,660,52,"10",111,1.42,77
"379","Jermaine Gresham","TE","ARI",100,12,7.4,80,112,-48.5,-54.2,-62,531,497,699,27,"10",160,0.715,57
"380","Latavius Murray","RB","MIN",114,37.9,1.51,68.7,159,-48.6,-56.1,-28.1,533,579,404,51,"12",98.3,1.95,89
"381","Zay Jones","WR","BUF",150,14.5,0.692,129,170,-48.8,-40.3,-52.9,537,424,643,53,"10",103,2.22,56
"382","John Brown","WR","ARI",149,18.7,3.77,122,180,-49.5,-47.1,-42.6,541,455,546,54,"10",95.5,1.48,73
"383","Jeremy Hill","RB","CIN",112,40.7,0.58,56.8,164,-50.2,-67.9,-23.3,548,604,357,52,"12",96.8,3.58,93
"384","Jamaal Charles","RB","DEN",112,20.4,4.73,84.9,138,-50.7,-39.8,-49.3,554,422,613,53,"12",101,7.5,72
"385","Tyler Lockett","WR","SEA",146,20.1,0.421,117,176,-53.3,-53,-46.8,577,474,592,55,"10",112,1.48,68
"386","Corey Davis","WR","TEN",145,37.1,0.067,88.3,183,-53.7,-81.2,-39.9,579,722,521,56,"10",90.3,1.76,96
"387","Sterling Shepard","WR","NYG",145,33.7,0.0955,90,177,-53.8,-79.6,-45.2,580,719,576,57,"10",142,1.56,90
"388","Robby Anderson","WR","NYJ",145,26.4,1.32,111,178,-53.9,-58.4,-44.3,581,584,565,58,"10",118,0.7,86
"389","Taylor Gabriel","WR","ATL",144,25.7,0.922,111,177,-55.2,-58.6,-45.3,602,585,577,59,"10",110,0.55,85
"390","Robert Turbin","RB","IND",107,20.5,0.0455,82.5,134,-55.5,-42.3,-52.8,606,434,642,54,"12",117,0.733,85
"391","Thomas Rawls","RB","SEA",107,38.1,4.92,63.9,162,-55.5,-60.9,-25.7,607,590,384,55,"12",118,2.95,86
"392","Mike Glennon","QB","CHI",192,33,4.39,154,229,-55.7,-31.4,-57.8,611,365,674,29,"11",160,0.5,26
"393","Tyler Higbee","TE","LAR",92.6,27,0.17,54.4,126,-55.9,-79.7,-48.8,613,720,608,28,"10",170,0,91
"394","Marqise Lee","WR","JAC",143,28.7,0.165,99.6,167,-56.1,-69.9,-55.2,617,606,656,60,"10",106,0.57,82
"395","Vance McDonald","TE","PIT",92.4,36.7,2.12,57.5,144,-56.1,-76.7,-30.7,616,616,430,29,"10",157,0.827,97
"396","Kenny Stills","WR","MIA",143,15.1,5.23,124,159,-56.3,-45.9,-63.2,620,450,709,61,"11",119,0.853,65
"397","Benjamin Watson","TE","BAL",90.3,31.5,5.55,54.9,134,-58.2,-79.2,-40.5,633,716,526,30,"10",160,0.595,86
"398","Jared Goff","QB","LAR",188,38.8,28.9,132,226,-60.1,-53.7,-60.9,653,477,691,30,"12",170,0,43
"399","Dion Lewis","RB","NE",102,23,4.73,73.8,135,-60.4,-50.9,-51.9,656,463,635,56,"12",126,0.9,99
"400","Kendall Wright","WR","CHI",137,32.8,2.84,109,185,-61.5,-60.2,-37.2,665,589,494,62,"11",162,0.565,99
"401","Vernon Davis","TE","WAS",84.8,20.9,1.3,60,116,-63.8,-74.1,-58.6,675,612,679,31,"10",160,0.665,71
"402","Breshad Perriman","WR","BAL",135,17.7,1.01,111,159,-64.4,-59,-63,680,586,708,63,"11",104,0.555,75
"403","Jesse James","TE","PIT",83.5,16.6,2.19,59.6,104,-65.1,-74.5,-70.2,685,613,744,32,"11",104,0.645,89
"404","Alvin Kamara","RB","NO",97.5,30.5,0.42,67.6,136,-65.2,-57.2,-51.3,686,581,628,57,"13",113,1.46,61
"405","J.J. Nelson","WR","ARI",134,31,0.147,109,186,-65.4,-60.9,-36.4,689,591,481,64,"11",103,0.825,92
"406","Allen Hurns","WR","JAC",133,20.7,4.14,107,156,-65.5,-63,-66.4,690,595,727,65,"11",116,0.807,79
"407","Jeremy Langford","RB","FA",97,26.9,3.11,78.6,116,-65.6,-46.2,-71.7,691,453,750,58,"13",NA,NA,63
"408","Dwayne Allen","TE","NE",81.3,46.5,1.47,32,138,-67.2,-102,-36.2,702,861,477,33,"11",160,0.675,99
"409","Marlon Mack","RB","IND",93.9,35.3,0.791,47.8,149,-68.7,-77,-38.2,707,617,503,59,"13",112,0.53,97
"410","George Kittle","TE","SF",79.8,36.5,0.252,37.6,134,-68.7,-96.5,-40.4,708,851,525,34,"11",160,0.5,94
"411","Austin Seferian-Jenkins","TE","NYJ",79.6,25.5,3.45,45.7,112,-69,-88.5,-62.8,709,737,705,35,"11",157,1,80
"412","T.J. Yeldon","RB","JAC",93.1,16.2,0.663,79.1,118,-69.5,-45.7,-69.3,711,448,739,60,"13",170,0,48
"413","Brandon LaFell","WR","CIN",129,35.9,6.86,87.7,173,-69.7,-81.8,-49.7,715,724,617,66,"12",157,0.7,97
